timestamp,ref,pkg,name,ns_op,bytes_op,allocs_op
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,287451,33626,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,281850,33642,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,280134,33630,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,280718,33681,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,273359,33667,11
20260901T151210Z,nogit,./...,BenchmarkHandler_Fetch_InProcess-10,286271,33681,11
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,443507,59338,177
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,16:12:58.417847,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,16:12:59.977685,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,16:13:01.583049,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,16:13:03.293789,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Upload-10,16:13:04.876605,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,265416,62232,174
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,16:13:07.855396,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,16:13:09.309906,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,16:13:10.686329,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,16:13:11.946485,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Download-10,16:13:13.226789,[Info],server
20260901T151210Z,nogit,./...,BenchmarkLiveGRPC_Compare-10,669510,136782,186
